SI,mei1,mei2,smi,meo1,meo2,smo,fc,el,image,image2
Sample-1227,140,180,2.807,70,250,1.79,0.1,-0.084,Sample-1227_image.tif,Sample-1227_image.jpg
Sample-1228,140,180,2.807,70,250,1.79,0.2,0.01,Sample-1228_image.tif,Sample-1228_image.jpg
Sample-1229,140,180,2.807,70,250,6.62,0.1,-0.003,Sample-1229_image.tif,Sample-1229_image.jpg
Sample-122,100,180,2.807,90,70,1.3,0.2,0.471,Sample-122_image.tif,Sample-122_image.jpg
Sample-1230,140,180,2.807,70,250,6.62,0.2,0.048,Sample-1230_image.tif,Sample-1230_image.jpg
Sample-1231,140,180,2.807,70,250,8,0.1,-0.033,Sample-1231_image.tif,Sample-1231_image.jpg
Sample-1232,140,180,2.807,70,250,8,0.2,0.042,Sample-1232_image.tif,Sample-1232_image.jpg
Sample-1233,140,180,2.807,70,300,1.3,0.1,0.189,Sample-1233_image.tif,Sample-1233_image.jpg
Sample-1234,140,180,2.807,70,300,1.3,0.2,-0.155,Sample-1234_image.tif,Sample-1234_image.jpg
Sample-1235,140,180,2.807,70,300,1.79,0.1,-0.041,Sample-1235_image.tif,Sample-1235_image.jpg
Sample-1236,140,180,2.807,70,300,1.79,0.2,-0.03,Sample-1236_image.tif,Sample-1236_image.jpg
Sample-1237,140,180,2.807,70,300,6.62,0.1,-0.042,Sample-1237_image.tif,Sample-1237_image.jpg
Sample-1238,140,180,2.807,70,300,6.62,0.2,-0.13,Sample-1238_image.tif,Sample-1238_image.jpg
Sample-1239,140,180,2.807,70,300,8,0.1,-0.048,Sample-1239_image.tif,Sample-1239_image.jpg
Sample-123,100,180,2.807,90,70,1.79,0.1,0.28,Sample-123_image.tif,Sample-123_image.jpg
Sample-1240,140,180,2.807,70,300,8,0.2,0.002,Sample-1240_image.tif,Sample-1240_image.jpg
Sample-1241,140,180,2.807,70,70,1.3,0.1,-0.059,Sample-1241_image.tif,Sample-1241_image.jpg
Sample-1242,140,180,2.807,70,70,1.3,0.2,0.081,Sample-1242_image.tif,Sample-1242_image.jpg
Sample-1243,140,180,2.807,70,70,1.79,0.1,-0.03,Sample-1243_image.tif,Sample-1243_image.jpg
Sample-1244,140,180,2.807,70,70,1.79,0.2,0.133,Sample-1244_image.tif,Sample-1244_image.jpg
Sample-1245,140,180,2.807,70,70,6.62,0.1,-0.038,Sample-1245_image.tif,Sample-1245_image.jpg
Sample-1246,140,180,2.807,70,70,6.62,0.2,-0.022,Sample-1246_image.tif,Sample-1246_image.jpg
Sample-1247,140,180,2.807,70,70,8,0.1,-0.065,Sample-1247_image.tif,Sample-1247_image.jpg
Sample-1248,140,180,2.807,70,70,8,0.2,0.01,Sample-1248_image.tif,Sample-1248_image.jpg
Sample-1249,140,180,2.807,90,103,1.3,0.1,-0.035,Sample-1249_image.tif,Sample-1249_image.jpg
Sample-124,100,180,2.807,90,70,1.79,0.2,0.3,Sample-124_image.tif,Sample-124_image.jpg
Sample-1250,140,180,2.807,90,103,1.3,0.2,-0.015,Sample-1250_image.tif,Sample-1250_image.jpg
Sample-1251,140,180,2.807,90,103,1.79,0.1,-0.067,Sample-1251_image.tif,Sample-1251_image.jpg
Sample-1252,140,180,2.807,90,103,1.79,0.2,0.061,Sample-1252_image.tif,Sample-1252_image.jpg
Sample-1253,140,180,2.807,90,103,6.62,0.1,0.041,Sample-1253_image.tif,Sample-1253_image.jpg
Sample-1254,140,180,2.807,90,103,6.62,0.2,-0.009,Sample-1254_image.tif,Sample-1254_image.jpg
Sample-1255,140,180,2.807,90,103,8,0.1,0.015,Sample-1255_image.tif,Sample-1255_image.jpg
Sample-1256,140,180,2.807,90,103,8,0.2,0.095,Sample-1256_image.tif,Sample-1256_image.jpg
Sample-1257,140,180,2.807,90,250,1.3,0.1,0.032,Sample-1257_image.tif,Sample-1257_image.jpg
Sample-1258,140,180,2.807,90,250,1.3,0.2,0.088,Sample-1258_image.tif,Sample-1258_image.jpg
Sample-1259,140,180,2.807,90,250,1.79,0.1,-0.019,Sample-1259_image.tif,Sample-1259_image.jpg
Sample-125,100,180,2.807,90,70,6.62,0.1,0.204,Sample-125_image.tif,Sample-125_image.jpg
Sample-1260,140,180,2.807,90,250,1.79,0.2,0.032,Sample-1260_image.tif,Sample-1260_image.jpg
Sample-1261,140,180,2.807,90,250,6.62,0.1,-0.03,Sample-1261_image.tif,Sample-1261_image.jpg
Sample-1262,140,180,2.807,90,250,6.62,0.2,-0.099,Sample-1262_image.tif,Sample-1262_image.jpg
Sample-1263,140,180,2.807,90,250,8,0.1,-0.012,Sample-1263_image.tif,Sample-1263_image.jpg
Sample-1264,140,180,2.807,90,250,8,0.2,0.042,Sample-1264_image.tif,Sample-1264_image.jpg
Sample-1265,140,180,2.807,90,300,1.3,0.1,-0.07,Sample-1265_image.tif,Sample-1265_image.jpg
Sample-1266,140,180,2.807,90,300,1.3,0.2,-0.06,Sample-1266_image.tif,Sample-1266_image.jpg
Sample-1267,140,180,2.807,90,300,1.79,0.1,-0.057,Sample-1267_image.tif,Sample-1267_image.jpg
Sample-1268,140,180,2.807,90,300,1.79,0.2,0.052,Sample-1268_image.tif,Sample-1268_image.jpg
Sample-1269,140,180,2.807,90,300,6.62,0.1,-0.076,Sample-1269_image.tif,Sample-1269_image.jpg
Sample-126,100,180,2.807,90,70,6.62,0.2,0.377,Sample-126_image.tif,Sample-126_image.jpg
Sample-1270,140,180,2.807,90,300,6.62,0.2,-0.03,Sample-1270_image.tif,Sample-1270_image.jpg
Sample-1271,140,180,2.807,90,300,8,0.1,-0.046,Sample-1271_image.tif,Sample-1271_image.jpg
Sample-1272,140,180,2.807,90,300,8,0.2,0.008,Sample-1272_image.tif,Sample-1272_image.jpg
Sample-1273,140,180,2.807,90,70,1.3,0.1,-0.017,Sample-1273_image.tif,Sample-1273_image.jpg
Sample-1274,140,180,2.807,90,70,1.3,0.2,-0.023,Sample-1274_image.tif,Sample-1274_image.jpg
Sample-1275,140,180,2.807,90,70,1.79,0.1,-0.071,Sample-1275_image.tif,Sample-1275_image.jpg
Sample-1276,140,180,2.807,90,70,1.79,0.2,0.111,Sample-1276_image.tif,Sample-1276_image.jpg
Sample-1277,140,180,2.807,90,70,6.62,0.1,-0.024,Sample-1277_image.tif,Sample-1277_image.jpg
Sample-1278,140,180,2.807,90,70,6.62,0.2,0.03,Sample-1278_image.tif,Sample-1278_image.jpg
Sample-1279,140,180,2.807,90,70,8,0.1,-0.036,Sample-1279_image.tif,Sample-1279_image.jpg
Sample-127,100,180,2.807,90,70,8,0.1,0.158,Sample-127_image.tif,Sample-127_image.jpg
Sample-1280,140,180,2.807,90,70,8,0.2,-0.004,Sample-1280_image.tif,Sample-1280_image.jpg
Sample-1281,140,180,3.88,150,103,1.3,0.1,-0.013,Sample-1281_image.tif,Sample-1281_image.jpg
Sample-1282,140,180,3.88,150,103,1.3,0.2,0.054,Sample-1282_image.tif,Sample-1282_image.jpg
Sample-1283,140,180,3.88,150,103,1.79,0.1,0.007,Sample-1283_image.tif,Sample-1283_image.jpg
Sample-1284,140,180,3.88,150,103,1.79,0.2,0.074,Sample-1284_image.tif,Sample-1284_image.jpg
Sample-1285,140,180,3.88,150,103,6.62,0.1,-0.056,Sample-1285_image.tif,Sample-1285_image.jpg
Sample-1286,140,180,3.88,150,103,6.62,0.2,0.078,Sample-1286_image.tif,Sample-1286_image.jpg
Sample-1287,140,180,3.88,150,103,8,0.1,0.023,Sample-1287_image.tif,Sample-1287_image.jpg
Sample-1288,140,180,3.88,150,103,8,0.2,0.024,Sample-1288_image.tif,Sample-1288_image.jpg
Sample-1289,140,180,3.88,150,250,1.3,0.1,0.042,Sample-1289_image.tif,Sample-1289_image.jpg
Sample-128,100,180,2.807,90,70,8,0.2,0.179,Sample-128_image.tif,Sample-128_image.jpg
Sample-1290,140,180,3.88,150,250,1.3,0.2,0.173,Sample-1290_image.tif,Sample-1290_image.jpg
Sample-1291,140,180,3.88,150,250,1.79,0.1,-0.06,Sample-1291_image.tif,Sample-1291_image.jpg
Sample-1292,140,180,3.88,150,250,1.79,0.2,0.013,Sample-1292_image.tif,Sample-1292_image.jpg
Sample-1293,140,180,3.88,150,250,6.62,0.1,0.004,Sample-1293_image.tif,Sample-1293_image.jpg
Sample-1294,140,180,3.88,150,250,6.62,0.2,0.066,Sample-1294_image.tif,Sample-1294_image.jpg
Sample-1295,140,180,3.88,150,250,8,0.1,0.071,Sample-1295_image.tif,Sample-1295_image.jpg
Sample-1296,140,180,3.88,150,250,8,0.2,0.142,Sample-1296_image.tif,Sample-1296_image.jpg
Sample-1297,140,180,3.88,150,300,1.3,0.1,-0.052,Sample-1297_image.tif,Sample-1297_image.jpg
Sample-1298,140,180,3.88,150,300,1.3,0.2,0.164,Sample-1298_image.tif,Sample-1298_image.jpg
Sample-1299,140,180,3.88,150,300,1.79,0.1,-0.003,Sample-1299_image.tif,Sample-1299_image.jpg
Sample-129,100,180,3.88,150,103,1.3,0.1,0.277,Sample-129_image.tif,Sample-129_image.jpg
Sample-12,100,180,2.807,150,250,1.79,0.2,0.364,Sample-12_image.tif,Sample-12_image.jpg
Sample-1300,140,180,3.88,150,300,1.79,0.2,0.181,Sample-1300_image.tif,Sample-1300_image.jpg
Sample-1301,140,180,3.88,150,300,6.62,0.1,0.035,Sample-1301_image.tif,Sample-1301_image.jpg
Sample-1302,140,180,3.88,150,300,6.62,0.2,0.287,Sample-1302_image.tif,Sample-1302_image.jpg
Sample-1303,140,180,3.88,150,300,8,0.1,0.023,Sample-1303_image.tif,Sample-1303_image.jpg
Sample-1304,140,180,3.88,150,300,8,0.2,0.31,Sample-1304_image.tif,Sample-1304_image.jpg
Sample-1305,140,180,3.88,150,70,1.3,0.1,-0.008,Sample-1305_image.tif,Sample-1305_image.jpg
Sample-1306,140,180,3.88,150,70,1.3,0.2,0.083,Sample-1306_image.tif,Sample-1306_image.jpg
Sample-1307,140,180,3.88,150,70,1.79,0.1,-0.056,Sample-1307_image.tif,Sample-1307_image.jpg
Sample-1308,140,180,3.88,150,70,1.79,0.2,0.039,Sample-1308_image.tif,Sample-1308_image.jpg
Sample-1309,140,180,3.88,150,70,6.62,0.1,0.015,Sample-1309_image.tif,Sample-1309_image.jpg
Sample-130,100,180,3.88,150,103,1.3,0.2,0.378,Sample-130_image.tif,Sample-130_image.jpg
Sample-1310,140,180,3.88,150,70,6.62,0.2,0.102,Sample-1310_image.tif,Sample-1310_image.jpg
Sample-1311,140,180,3.88,150,70,8,0.1,0.003,Sample-1311_image.tif,Sample-1311_image.jpg
Sample-1312,140,180,3.88,150,70,8,0.2,0.048,Sample-1312_image.tif,Sample-1312_image.jpg
Sample-1313,140,180,3.88,180,103,1.3,0.1,-0.006,Sample-1313_image.tif,Sample-1313_image.jpg
Sample-1314,140,180,3.88,180,103,1.3,0.2,0.109,Sample-1314_image.tif,Sample-1314_image.jpg
Sample-1315,140,180,3.88,180,103,1.79,0.1,-0.013,Sample-1315_image.tif,Sample-1315_image.jpg
Sample-1316,140,180,3.88,180,103,1.79,0.2,0.162,Sample-1316_image.tif,Sample-1316_image.jpg
Sample-1317,140,180,3.88,180,103,6.62,0.1,-0.034,Sample-1317_image.tif,Sample-1317_image.jpg
Sample-1318,140,180,3.88,180,103,6.62,0.2,0.167,Sample-1318_image.tif,Sample-1318_image.jpg
Sample-1319,140,180,3.88,180,103,8,0.1,-0.015,Sample-1319_image.tif,Sample-1319_image.jpg
Sample-131,100,180,3.88,150,103,1.79,0.1,0.206,Sample-131_image.tif,Sample-131_image.jpg
Sample-1320,140,180,3.88,180,103,8,0.2,0.116,Sample-1320_image.tif,Sample-1320_image.jpg
Sample-1321,140,180,3.88,180,250,1.3,0.1,0.038,Sample-1321_image.tif,Sample-1321_image.jpg
Sample-1322,140,180,3.88,180,250,1.3,0.2,0.084,Sample-1322_image.tif,Sample-1322_image.jpg
Sample-1323,140,180,3.88,180,250,1.79,0.1,0.035,Sample-1323_image.tif,Sample-1323_image.jpg
Sample-1324,140,180,3.88,180,250,1.79,0.2,0.157,Sample-1324_image.tif,Sample-1324_image.jpg
Sample-1325,140,180,3.88,180,250,6.62,0.1,-0.003,Sample-1325_image.tif,Sample-1325_image.jpg
Sample-1326,140,180,3.88,180,250,6.62,0.2,0.067,Sample-1326_image.tif,Sample-1326_image.jpg
Sample-1327,140,180,3.88,180,250,8,0.1,0.036,Sample-1327_image.tif,Sample-1327_image.jpg
Sample-1328,140,180,3.88,180,250,8,0.2,-0.023,Sample-1328_image.tif,Sample-1328_image.jpg
Sample-1329,140,180,3.88,180,300,1.3,0.1,0.061,Sample-1329_image.tif,Sample-1329_image.jpg
Sample-132,100,180,3.88,150,103,1.79,0.2,0.247,Sample-132_image.tif,Sample-132_image.jpg
Sample-1330,140,180,3.88,180,300,1.3,0.2,0.099,Sample-1330_image.tif,Sample-1330_image.jpg
Sample-1331,140,180,3.88,180,300,1.79,0.1,0.073,Sample-1331_image.tif,Sample-1331_image.jpg
Sample-1332,140,180,3.88,180,300,1.79,0.2,0.097,Sample-1332_image.tif,Sample-1332_image.jpg
Sample-1333,140,180,3.88,180,300,6.62,0.1,0.032,Sample-1333_image.tif,Sample-1333_image.jpg
Sample-1334,140,180,3.88,180,300,6.62,0.2,0.114,Sample-1334_image.tif,Sample-1334_image.jpg
Sample-1335,140,180,3.88,180,300,8,0.1,-0.008,Sample-1335_image.tif,Sample-1335_image.jpg
Sample-1336,140,180,3.88,180,300,8,0.2,0.2,Sample-1336_image.tif,Sample-1336_image.jpg
Sample-1337,140,180,3.88,180,70,1.3,0.1,-0.012,Sample-1337_image.tif,Sample-1337_image.jpg
Sample-1338,140,180,3.88,180,70,1.3,0.2,0.131,Sample-1338_image.tif,Sample-1338_image.jpg
Sample-1339,140,180,3.88,180,70,1.79,0.1,0.016,Sample-1339_image.tif,Sample-1339_image.jpg
Sample-133,100,180,3.88,150,103,6.62,0.1,0.286,Sample-133_image.tif,Sample-133_image.jpg
Sample-1340,140,180,3.88,180,70,1.79,0.2,0.067,Sample-1340_image.tif,Sample-1340_image.jpg
Sample-1341,140,180,3.88,180,70,6.62,0.1,-0.015,Sample-1341_image.tif,Sample-1341_image.jpg
Sample-1342,140,180,3.88,180,70,6.62,0.2,0.125,Sample-1342_image.tif,Sample-1342_image.jpg
Sample-1343,140,180,3.88,180,70,8,0.1,-0.007,Sample-1343_image.tif,Sample-1343_image.jpg
Sample-1344,140,180,3.88,180,70,8,0.2,0.138,Sample-1344_image.tif,Sample-1344_image.jpg
Sample-1345,140,180,3.88,70,103,1.3,0.1,-0.063,Sample-1345_image.tif,Sample-1345_image.jpg
Sample-1346,140,180,3.88,70,103,1.3,0.2,0.003,Sample-1346_image.tif,Sample-1346_image.jpg
Sample-1347,140,180,3.88,70,103,1.79,0.1,-0.031,Sample-1347_image.tif,Sample-1347_image.jpg
Sample-1348,140,180,3.88,70,103,1.79,0.2,0.015,Sample-1348_image.tif,Sample-1348_image.jpg
Sample-1349,140,180,3.88,70,103,6.62,0.1,-0.033,Sample-1349_image.tif,Sample-1349_image.jpg
Sample-134,100,180,3.88,150,103,6.62,0.2,0.351,Sample-134_image.tif,Sample-134_image.jpg
Sample-1350,140,180,3.88,70,103,6.62,0.2,-0.05,Sample-1350_image.tif,Sample-1350_image.jpg
Sample-1351,140,180,3.88,70,103,8,0.1,-0.054,Sample-1351_image.tif,Sample-1351_image.jpg
Sample-1352,140,180,3.88,70,103,8,0.2,0.106,Sample-1352_image.tif,Sample-1352_image.jpg
Sample-1353,140,180,3.88,70,250,1.3,0.1,-0.049,Sample-1353_image.tif,Sample-1353_image.jpg
Sample-1354,140,180,3.88,70,250,1.3,0.2,0.021,Sample-1354_image.tif,Sample-1354_image.jpg
Sample-1355,140,180,3.88,70,250,1.79,0.1,-0.066,Sample-1355_image.tif,Sample-1355_image.jpg
Sample-1356,140,180,3.88,70,250,1.79,0.2,-0.143,Sample-1356_image.tif,Sample-1356_image.jpg
Sample-1357,140,180,3.88,70,250,6.62,0.1,-0.014,Sample-1357_image.tif,Sample-1357_image.jpg
Sample-1358,140,180,3.88,70,250,6.62,0.2,-0.01,Sample-1358_image.tif,Sample-1358_image.jpg
Sample-135,100,180,3.88,150,103,8,0.1,0.329,Sample-135_image.tif,Sample-135_image.jpg
Sample-1360,140,180,3.88,70,250,8,0.2,-0.16,Sample-1360_image.tif,Sample-1360_image.jpg
Sample-1361,140,180,3.88,70,300,1.3,0.1,-0.043,Sample-1361_image.tif,Sample-1361_image.jpg
Sample-1362,140,180,3.88,70,300,1.3,0.2,0.006,Sample-1362_image.tif,Sample-1362_image.jpg
Sample-1364,140,180,3.88,70,300,1.79,0.2,-0.196,Sample-1364_image.tif,Sample-1364_image.jpg
Sample-1365,140,180,3.88,70,300,6.62,0.1,0.064,Sample-1365_image.tif,Sample-1365_image.jpg
Sample-1366,140,180,3.88,70,300,6.62,0.2,0.042,Sample-1366_image.tif,Sample-1366_image.jpg
Sample-1368,140,180,3.88,70,300,8,0.2,-0.082,Sample-1368_image.tif,Sample-1368_image.jpg
Sample-1369,140,180,3.88,70,70,1.3,0.1,-0.024,Sample-1369_image.tif,Sample-1369_image.jpg
Sample-136,100,180,3.88,150,103,8,0.2,0.465,Sample-136_image.tif,Sample-136_image.jpg
Sample-1370,140,180,3.88,70,70,1.3,0.2,-0.014,Sample-1370_image.tif,Sample-1370_image.jpg
Sample-1372,140,180,3.88,70,70,1.79,0.2,-0.001,Sample-1372_image.tif,Sample-1372_image.jpg
Sample-1373,140,180,3.88,70,70,6.62,0.1,-0.034,Sample-1373_image.tif,Sample-1373_image.jpg
Sample-1374,140,180,3.88,70,70,6.62,0.2,-0.108,Sample-1374_image.tif,Sample-1374_image.jpg
Sample-1376,140,180,3.88,70,70,8,0.2,-0.119,Sample-1376_image.tif,Sample-1376_image.jpg
Sample-1377,140,180,3.88,90,103,1.3,0.1,-0.025,Sample-1377_image.tif,Sample-1377_image.jpg
Sample-1378,140,180,3.88,90,103,1.3,0.2,0.066,Sample-1378_image.tif,Sample-1378_image.jpg
Sample-137,100,180,3.88,150,250,1.3,0.1,0.287,Sample-137_image.tif,Sample-137_image.jpg
Sample-1380,140,180,3.88,90,103,1.79,0.2,0.026,Sample-1380_image.tif,Sample-1380_image.jpg
Sample-1381,140,180,3.88,90,103,6.62,0.1,0.055,Sample-1381_image.tif,Sample-1381_image.jpg
Sample-1383,140,180,3.88,90,103,8,0.1,-0.031,Sample-1383_image.tif,Sample-1383_image.jpg
Sample-1385,140,180,3.88,90,250,1.3,0.1,0.019,Sample-1385_image.tif,Sample-1385_image.jpg
Sample-1386,140,180,3.88,90,250,1.3,0.2,0.113,Sample-1386_image.tif,Sample-1386_image.jpg
Sample-1387,140,180,3.88,90,250,1.79,0.1,-0.051,Sample-1387_image.tif,Sample-1387_image.jpg
Sample-1388,140,180,3.88,90,250,1.79,0.2,0.019,Sample-1388_image.tif,Sample-1388_image.jpg
Sample-1389,140,180,3.88,90,250,6.62,0.1,-0.028,Sample-1389_image.tif,Sample-1389_image.jpg
Sample-138,100,180,3.88,150,250,1.3,0.2,0.495,Sample-138_image.tif,Sample-138_image.jpg
Sample-1390,140,180,3.88,90,250,6.62,0.2,0.068,Sample-1390_image.tif,Sample-1390_image.jpg
Sample-1391,140,180,3.88,90,250,8,0.1,0.034,Sample-1391_image.tif,Sample-1391_image.jpg
Sample-1392,140,180,3.88,90,250,8,0.2,0.043,Sample-1392_image.tif,Sample-1392_image.jpg
Sample-1393,140,180,3.88,90,300,1.3,0.1,-0.051,Sample-1393_image.tif,Sample-1393_image.jpg
Sample-1394,140,180,3.88,90,300,1.3,0.2,0.026,Sample-1394_image.tif,Sample-1394_image.jpg
Sample-1395,140,180,3.88,90,300,1.79,0.1,0.017,Sample-1395_image.tif,Sample-1395_image.jpg
Sample-1396,140,180,3.88,90,300,1.79,0.2,0.014,Sample-1396_image.tif,Sample-1396_image.jpg
Sample-1397,140,180,3.88,90,300,6.62,0.1,0.023,Sample-1397_image.tif,Sample-1397_image.jpg
Sample-1398,140,180,3.88,90,300,6.62,0.2,-0.147,Sample-1398_image.tif,Sample-1398_image.jpg
Sample-1399,140,180,3.88,90,300,8,0.1,-0.042,Sample-1399_image.tif,Sample-1399_image.jpg
Sample-139,100,180,3.88,150,250,1.79,0.1,0.278,Sample-139_image.tif,Sample-139_image.jpg
Sample-13,100,180,2.807,150,250,6.62,0.1,0.37,Sample-13_image.tif,Sample-13_image.jpg
Sample-1400,140,180,3.88,90,300,8,0.2,-0.164,Sample-1400_image.tif,Sample-1400_image.jpg
Sample-1401,140,180,3.88,90,70,1.3,0.1,-0.07,Sample-1401_image.tif,Sample-1401_image.jpg
Sample-1402,140,180,3.88,90,70,1.3,0.2,-0.01,Sample-1402_image.tif,Sample-1402_image.jpg
Sample-1403,140,180,3.88,90,70,1.79,0.1,0.002,Sample-1403_image.tif,Sample-1403_image.jpg
Sample-1404,140,180,3.88,90,70,1.79,0.2,-0.006,Sample-1404_image.tif,Sample-1404_image.jpg
Sample-1405,140,180,3.88,90,70,6.62,0.1,-0.082,Sample-1405_image.tif,Sample-1405_image.jpg
Sample-1406,140,180,3.88,90,70,6.62,0.2,-0.002,Sample-1406_image.tif,Sample-1406_image.jpg
Sample-1407,140,180,3.88,90,70,8,0.1,0.059,Sample-1407_image.tif,Sample-1407_image.jpg
Sample-1408,140,180,3.88,90,70,8,0.2,0.027,Sample-1408_image.tif,Sample-1408_image.jpg
Sample-1409,140,180,4.812,150,103,1.3,0.1,-0.03,Sample-1409_image.tif,Sample-1409_image.jpg
Sample-140,100,180,3.88,150,250,1.79,0.2,0.046,Sample-140_image.tif,Sample-140_image.jpg
Sample-1410,140,180,4.812,150,103,1.3,0.2,0.055,Sample-1410_image.tif,Sample-1410_image.jpg
Sample-1411,140,180,4.812,150,103,1.79,0.1,-0.062,Sample-1411_image.tif,Sample-1411_image.jpg
Sample-1412,140,180,4.812,150,103,1.79,0.2,0.055,Sample-1412_image.tif,Sample-1412_image.jpg
Sample-1413,140,180,4.812,150,103,6.62,0.1,-0.023,Sample-1413_image.tif,Sample-1413_image.jpg
Sample-1414,140,180,4.812,150,103,6.62,0.2,0.155,Sample-1414_image.tif,Sample-1414_image.jpg
Sample-1415,140,180,4.812,150,103,8,0.1,-0.004,Sample-1415_image.tif,Sample-1415_image.jpg
Sample-1416,140,180,4.812,150,103,8,0.2,0.072,Sample-1416_image.tif,Sample-1416_image.jpg
Sample-1417,140,180,4.812,150,250,1.3,0.1,-0.002,Sample-1417_image.tif,Sample-1417_image.jpg
Sample-1418,140,180,4.812,150,250,1.3,0.2,0.073,Sample-1418_image.tif,Sample-1418_image.jpg
Sample-1419,140,180,4.812,150,250,1.79,0.1,0.044,Sample-1419_image.tif,Sample-1419_image.jpg
Sample-141,100,180,3.88,150,250,6.62,0.1,0.271,Sample-141_image.tif,Sample-141_image.jpg
Sample-1420,140,180,4.812,150,250,1.79,0.2,0.253,Sample-1420_image.tif,Sample-1420_image.jpg
Sample-1421,140,180,4.812,150,250,6.62,0.1,0.004,Sample-1421_image.tif,Sample-1421_image.jpg
Sample-1422,140,180,4.812,150,250,6.62,0.2,0.144,Sample-1422_image.tif,Sample-1422_image.jpg
Sample-1423,140,180,4.812,150,250,8,0.1,0.019,Sample-1423_image.tif,Sample-1423_image.jpg
Sample-1424,140,180,4.812,150,250,8,0.2,0.17,Sample-1424_image.tif,Sample-1424_image.jpg
Sample-1425,140,180,4.812,150,300,1.3,0.1,-0.027,Sample-1425_image.tif,Sample-1425_image.jpg
Sample-1426,140,180,4.812,150,300,1.3,0.2,0.045,Sample-1426_image.tif,Sample-1426_image.jpg
Sample-1427,140,180,4.812,150,300,1.79,0.1,0.062,Sample-1427_image.tif,Sample-1427_image.jpg
Sample-1428,140,180,4.812,150,300,1.79,0.2,0.087,Sample-1428_image.tif,Sample-1428_image.jpg
Sample-1429,140,180,4.812,150,300,6.62,0.1,0.049,Sample-1429_image.tif,Sample-1429_image.jpg
Sample-142,100,180,3.88,150,250,6.62,0.2,0.425,Sample-142_image.tif,Sample-142_image.jpg
Sample-1430,140,180,4.812,150,300,6.62,0.2,0.075,Sample-1430_image.tif,Sample-1430_image.jpg
Sample-1431,140,180,4.812,150,300,8,0.1,-0.01,Sample-1431_image.tif,Sample-1431_image.jpg
Sample-1432,140,180,4.812,150,300,8,0.2,0.168,Sample-1432_image.tif,Sample-1432_image.jpg
Sample-1433,140,180,4.812,150,70,1.3,0.1,-0.012,Sample-1433_image.tif,Sample-1433_image.jpg
Sample-1434,140,180,4.812,150,70,1.3,0.2,0.084,Sample-1434_image.tif,Sample-1434_image.jpg
Sample-1435,140,180,4.812,150,70,1.79,0.1,-0.003,Sample-1435_image.tif,Sample-1435_image.jpg
Sample-1436,140,180,4.812,150,70,1.79,0.2,0.031,Sample-1436_image.tif,Sample-1436_image.jpg
Sample-1437,140,180,4.812,150,70,6.62,0.1,-0.068,Sample-1437_image.tif,Sample-1437_image.jpg
Sample-1438,140,180,4.812,150,70,6.62,0.2,0.067,Sample-1438_image.tif,Sample-1438_image.jpg
Sample-1439,140,180,4.812,150,70,8,0.1,-0.011,Sample-1439_image.tif,Sample-1439_image.jpg
Sample-143,100,180,3.88,150,250,8,0.1,0.302,Sample-143_image.tif,Sample-143_image.jpg
Sample-1440,140,180,4.812,150,70,8,0.2,0.055,Sample-1440_image.tif,Sample-1440_image.jpg
Sample-1441,140,180,4.812,180,103,1.3,0.1,-0.02,Sample-1441_image.tif,Sample-1441_image.jpg
Sample-1442,140,180,4.812,180,103,1.3,0.2,0.093,Sample-1442_image.tif,Sample-1442_image.jpg
Sample-1443,140,180,4.812,180,103,1.79,0.1,-0.021,Sample-1443_image.tif,Sample-1443_image.jpg
Sample-1444,140,180,4.812,180,103,1.79,0.2,0.057,Sample-1444_image.tif,Sample-1444_image.jpg
Sample-1445,140,180,4.812,180,103,6.62,0.1,0.297,Sample-1445_image.tif,Sample-1445_image.jpg
Sample-1446,140,180,4.812,180,103,6.62,0.2,0.121,Sample-1446_image.tif,Sample-1446_image.jpg
Sample-1447,140,180,4.812,180,103,8,0.1,0.059,Sample-1447_image.tif,Sample-1447_image.jpg
Sample-1448,140,180,4.812,180,103,8,0.2,0.163,Sample-1448_image.tif,Sample-1448_image.jpg
Sample-1449,140,180,4.812,180,250,1.3,0.1,0.026,Sample-1449_image.tif,Sample-1449_image.jpg
Sample-144,100,180,3.88,150,250,8,0.2,0.447,Sample-144_image.tif,Sample-144_image.jpg
Sample-1450,140,180,4.812,180,250,1.3,0.2,0.148,Sample-1450_image.tif,Sample-1450_image.jpg
Sample-1451,140,180,4.812,180,250,1.79,0.1,0.039,Sample-1451_image.tif,Sample-1451_image.jpg
Sample-1452,140,180,4.812,180,250,1.79,0.2,0.663,Sample-1452_image.tif,Sample-1452_image.jpg
Sample-1453,140,180,4.812,180,250,6.62,0.1,0.042,Sample-1453_image.tif,Sample-1453_image.jpg
Sample-1454,140,180,4.812,180,250,6.62,0.2,0.027,Sample-1454_image.tif,Sample-1454_image.jpg
